process_1,process_2,n_genes
Cell shape,Ubiquinone biosynthesis,0
Cell shape,Fatty acid biosynthesis,0
Cell shape,Fatty acid metabolism,0
Cell shape,Lipid metabolism,0
Cell shape,Lipid biosynthesis,0
Cell shape,DNA recombination,0
Cell shape,ATP synthesis,0
Cell shape,Hydrogen ion transport,0
Cell shape,Biotin biosynthesis,0
Cell shape,Pyridine nucleotide biosynthesis,0
Cell shape,Phospholipid biosynthesis,0
Cell shape,Phospholipid metabolism,0
Cell shape,Coenzyme A biosynthesis,0
Cell shape,Septation,1
Cell shape,Lipid A biosynthesis,0
Cell shape,Gluconeogenesis,0
Cell shape,Conjugation,0
Cell shape,Nucleotide biosynthesis,0
Cell shape,Molybdenum cofactor biosynthesis,0
Cell shape,Transcription antitermination,0
Cell shape,Pantothenate biosynthesis,0
Cell shape,Queuosine biosynthesis,0
Cell shape,Riboflavin biosynthesis,0
Cell shape,Transcription termination,0
Cell shape,mRNA processing,0
Cell shape,Translocation,0
Cell shape,Tryptophan catabolism,0
Cell shape,Menaquinone biosynthesis,0
Cell shape,Chromosome partition,0
Cell shape,DNA integration,0
Cell shape,Virulence,0
Cell shape,Lipid degradation,0
Cell shape,Cell adhesion,0
Cell shape,Iron storage,0
Cell shape,Cysteine biosynthesis,0
Cell shape,Cobalamin biosynthesis,0
Cell shape,Phenylalanine biosynthesis,0
Cell shape,Phosphate transport,0
Cell shape,Purine salvage,0
Cell shape,Fucose metabolism,0
Cell shape,Galactitol metabolism,0
Cell shape,Serine biosynthesis,0
Cell shape,Cytosine metabolism,0
Cell shape,Peptide transport,0
Cell shape,Arsenical resistance,0
Cell shape,Plasmid copy control,0
Cell shape,Respiratory chain,0
Cell shape,Methotrexate resistance,0
Cell shape,Trimethoprim resistance,0
Cell shape,DNA condensation,0
Cell shape,Flagellar rotation,0
Cell shape,Quorum sensing,0
Cell shape,Deoxyribonucleotide synthesis,0
Cell shape,Detoxification,0
Cell shape,Heme biosynthesis,0
Cell shape,Isoprene biosynthesis,0
Cell shape,Enterobactin biosynthesis,0
Cell shape,Sulfate transport,0
Cell shape,Bacterial flagellum biogenesis,0
Cell shape,Bile acid catabolism,0
Cell shape,Steroid metabolism,0
Cell shape,Nickel transport,0
Cell shape,Nitrogen fixation,0
Cell shape,Thiamine biosynthesis,0
Cell shape,Toxin-antitoxin system,0
Cell shape,Transposition,0
Cell shape,Lipid transport,0
Cell shape,Hydrogen peroxide,0
Cell shape,Capsule biogenesis/degradation,0
Cell shape,Putrescine biosynthesis,0
Cell shape,Maltose metabolism,0
Cell shape,DNA synthesis,0
Cell shape,Oxygen transport,0
Cell shape,Arginine metabolism,0
Cell shape,Tellurium resistance,0
Cell shape,Ascorbate biosynthesis,0
Cell shape,Fimbrium biogenesis,0
Cell shape,Chromate resistance,0
Cell shape,Zinc transport,0
Cell shape,Cellulose biosynthesis,0
Cell shape,Copper transport,0
Cell shape,Autoinducer synthesis,0
Cell shape,Bacterial flagellum protein export,0
Cell shape,Exopolysaccharide synthesis,0
Cell shape,Ammonia transport,0
Cell shape,Virus entry into host cell,0
Cell shape,Viral genome integration,0
Cell shape,Purine metabolism,0
Cell shape,PHB biosynthesis,0
Cell shape,Polysaccharide degradation,0
Cell shape,Xylan degradation,0
Peptidoglycan synthesis,Transcription,0
Peptidoglycan synthesis,Transcription regulation,0
Peptidoglycan synthesis,Cell cycle,12
Peptidoglycan synthesis,Cell division,12
Peptidoglycan synthesis,Cell shape,31
Peptidoglycan synthesis,Cell wall biogenesis/degradation,29
Peptidoglycan synthesis,Antiviral defense,0
Peptidoglycan synthesis,Gluconate utilization,0
Peptidoglycan synthesis,Pentose shunt,0
Peptidoglycan synthesis,Electron transport,0
Peptidoglycan synthesis,Transport,0
Peptidoglycan synthesis,DNA replication,0
Peptidoglycan synthesis,Carbohydrate metabolism,0
Peptidoglycan synthesis,Amino-acid biosynthesis,0
Peptidoglycan synthesis,Threonine biosynthesis,0
Peptidoglycan synthesis,Phosphotransferase system,0
Peptidoglycan synthesis,Sugar transport,0
Peptidoglycan synthesis,Methionine biosynthesis,0
Peptidoglycan synthesis,DNA damage,0
Peptidoglycan synthesis,DNA repair,0
Peptidoglycan synthesis,Antibiotic resistance,3
Peptidoglycan synthesis,Lysine biosynthesis,0
Peptidoglycan synthesis,Carbon dioxide fixation,0
Peptidoglycan synthesis,Aromatic amino acid biosynthesis,0
Peptidoglycan synthesis,Branched-chain amino acid biosynthesis,0
Peptidoglycan synthesis,Tryptophan biosynthesis,0
Peptidoglycan synthesis,cAMP biosynthesis,0
Peptidoglycan synthesis,Xylose metabolism,0
Peptidoglycan synthesis,Protein biosynthesis,0
Peptidoglycan synthesis,Asparagine biosynthesis,0
Peptidoglycan synthesis,Arginine biosynthesis,0
Peptidoglycan synthesis,Pyrimidine biosynthesis,0
Peptidoglycan synthesis,Chemotaxis,0
Peptidoglycan synthesis,Bacteriocin transport,0
Peptidoglycan synthesis,Protein transport,0
Peptidoglycan synthesis,Ion transport,0
Peptidoglycan synthesis,Host-virus interaction,0
Peptidoglycan synthesis,SOS response,0
Peptidoglycan synthesis,Antiport,0
Peptidoglycan synthesis,Potassium transport,0
Peptidoglycan synthesis,Diaminopimelate biosynthesis,0
Peptidoglycan synthesis,GMP biosynthesis,0
Peptidoglycan synthesis,Purine biosynthesis,0
Peptidoglycan synthesis,Glutathione biosynthesis,0
Peptidoglycan synthesis,Amino-acid transport,0
Peptidoglycan synthesis,Lipopolysaccharide biosynthesis,0
Peptidoglycan synthesis,Isoleucine biosynthesis,0
Peptidoglycan synthesis,Folate biosynthesis,0
Peptidoglycan synthesis,Tricarboxylic acid cycle,0
Peptidoglycan synthesis,Stress response,0
Peptidoglycan synthesis,Pyridoxine biosynthesis,0
Peptidoglycan synthesis,Restriction system,0
Peptidoglycan synthesis,Iron transport,0
Peptidoglycan synthesis,tRNA processing,0
Peptidoglycan synthesis,Ribosome biogenesis,0
Peptidoglycan synthesis,Glycolysis,0
Peptidoglycan synthesis,RNA repair,0
Peptidoglycan synthesis,Nucleotide metabolism,0
Peptidoglycan synthesis,Porphyrin biosynthesis,0
Peptidoglycan synthesis,Histidine biosynthesis,0
Peptidoglycan synthesis,rRNA processing,0
Peptidoglycan synthesis,Proline biosynthesis,0
Peptidoglycan synthesis,Tyrosine biosynthesis,0
Peptidoglycan synthesis,Sodium transport,0
Peptidoglycan synthesis,Symport,0
Peptidoglycan synthesis,Two-component regulatory system,0
Peptidoglycan synthesis,Aromatic hydrocarbons catabolism,0
Peptidoglycan synthesis,Glycogen biosynthesis,0
Peptidoglycan synthesis,Glycogen metabolism,0
Peptidoglycan synthesis,One-carbon metabolism,0
Peptidoglycan synthesis,Glycerol metabolism,0
Peptidoglycan synthesis,Glyoxylate bypass,0
Peptidoglycan synthesis,Nitrate assimilation,0
Peptidoglycan synthesis,Translation regulation,0
Peptidoglycan synthesis,Galactose metabolism,0
Peptidoglycan synthesis,Leucine biosynthesis,0
Peptidoglycan synthesis,Polyamine biosynthesis,0
Peptidoglycan synthesis,Spermidine biosynthesis,0
Peptidoglycan synthesis,Glucose metabolism,0
Peptidoglycan synthesis,Proline metabolism,0
Peptidoglycan synthesis,Glutamate biosynthesis,0
Peptidoglycan synthesis,DNA excision,0
Peptidoglycan synthesis,Ubiquinone biosynthesis,0
Peptidoglycan synthesis,Fatty acid biosynthesis,0
Peptidoglycan synthesis,Fatty acid metabolism,0
Peptidoglycan synthesis,Lipid metabolism,0
Peptidoglycan synthesis,Lipid biosynthesis,0
Peptidoglycan synthesis,DNA recombination,0
Peptidoglycan synthesis,ATP synthesis,0
Peptidoglycan synthesis,Hydrogen ion transport,0
Peptidoglycan synthesis,Biotin biosynthesis,0
Peptidoglycan synthesis,Pyridine nucleotide biosynthesis,0
Peptidoglycan synthesis,Phospholipid biosynthesis,0
Peptidoglycan synthesis,Phospholipid metabolism,0
Peptidoglycan synthesis,Coenzyme A biosynthesis,0
Peptidoglycan synthesis,Septation,1
Peptidoglycan synthesis,Lipid A biosynthesis,0
Peptidoglycan synthesis,Gluconeogenesis,0
Peptidoglycan synthesis,Conjugation,0
Peptidoglycan synthesis,Nucleotide biosynthesis,0
Peptidoglycan synthesis,Molybdenum cofactor biosynthesis,0
Peptidoglycan synthesis,Transcription antitermination,0
Peptidoglycan synthesis,Pantothenate biosynthesis,0
Peptidoglycan synthesis,Queuosine biosynthesis,0
Peptidoglycan synthesis,Riboflavin biosynthesis,0
Peptidoglycan synthesis,Transcription termination,0
Peptidoglycan synthesis,mRNA processing,0
Peptidoglycan synthesis,Translocation,0
Peptidoglycan synthesis,Tryptophan catabolism,0
Peptidoglycan synthesis,Menaquinone biosynthesis,0
Peptidoglycan synthesis,Chromosome partition,0
Peptidoglycan synthesis,DNA integration,0
Peptidoglycan synthesis,Virulence,0
Peptidoglycan synthesis,Lipid degradation,0
Peptidoglycan synthesis,Cell adhesion,0
Peptidoglycan synthesis,Iron storage,0
Peptidoglycan synthesis,Cysteine biosynthesis,0
Peptidoglycan synthesis,Cobalamin biosynthesis,0
Peptidoglycan synthesis,Phenylalanine biosynthesis,0
Peptidoglycan synthesis,Phosphate transport,0
Peptidoglycan synthesis,Purine salvage,0
Peptidoglycan synthesis,Fucose metabolism,0
Peptidoglycan synthesis,Galactitol metabolism,0
Peptidoglycan synthesis,Serine biosynthesis,0
Peptidoglycan synthesis,Cytosine metabolism,0
Peptidoglycan synthesis,Peptide transport,0
Peptidoglycan synthesis,Arsenical resistance,0
Peptidoglycan synthesis,Plasmid copy control,0
Peptidoglycan synthesis,Respiratory chain,0
Peptidoglycan synthesis,Methotrexate resistance,0
Peptidoglycan synthesis,Trimethoprim resistance,0
Peptidoglycan synthesis,DNA condensation,0
Peptidoglycan synthesis,Flagellar rotation,0
Peptidoglycan synthesis,Quorum sensing,0
Peptidoglycan synthesis,Deoxyribonucleotide synthesis,0
Peptidoglycan synthesis,Detoxification,0
Peptidoglycan synthesis,Heme biosynthesis,0
Peptidoglycan synthesis,Isoprene biosynthesis,0
Peptidoglycan synthesis,Enterobactin biosynthesis,0
Peptidoglycan synthesis,Sulfate transport,0
Peptidoglycan synthesis,Bacterial flagellum biogenesis,0
Peptidoglycan synthesis,Bile acid catabolism,0
Peptidoglycan synthesis,Steroid metabolism,0
Peptidoglycan synthesis,Nickel transport,0
Peptidoglycan synthesis,Nitrogen fixation,0
Peptidoglycan synthesis,Thiamine biosynthesis,0
Peptidoglycan synthesis,Toxin-antitoxin system,0
Peptidoglycan synthesis,Transposition,0
Peptidoglycan synthesis,Lipid transport,0
Peptidoglycan synthesis,Hydrogen peroxide,0
Peptidoglycan synthesis,Capsule biogenesis/degradation,0
Peptidoglycan synthesis,Putrescine biosynthesis,0
Peptidoglycan synthesis,Maltose metabolism,0
Peptidoglycan synthesis,DNA synthesis,0
Peptidoglycan synthesis,Oxygen transport,0
Peptidoglycan synthesis,Arginine metabolism,0
Peptidoglycan synthesis,Tellurium resistance,0
Peptidoglycan synthesis,Ascorbate biosynthesis,0
Peptidoglycan synthesis,Fimbrium biogenesis,0
Peptidoglycan synthesis,Chromate resistance,0
Peptidoglycan synthesis,Zinc transport,0
Peptidoglycan synthesis,Cellulose biosynthesis,0
Peptidoglycan synthesis,Copper transport,0
Peptidoglycan synthesis,Autoinducer synthesis,0
Peptidoglycan synthesis,Bacterial flagellum protein export,0
Peptidoglycan synthesis,Exopolysaccharide synthesis,0
Peptidoglycan synthesis,Ammonia transport,0
Peptidoglycan synthesis,Virus entry into host cell,0
Peptidoglycan synthesis,Viral genome integration,0
Peptidoglycan synthesis,Purine metabolism,0
Peptidoglycan synthesis,PHB biosynthesis,0
Peptidoglycan synthesis,Polysaccharide degradation,0
Peptidoglycan synthesis,Xylan degradation,0
Cell wall biogenesis/degradation,Transcription,0
Cell wall biogenesis/degradation,Transcription regulation,0
Cell wall biogenesis/degradation,Cell cycle,12
Cell wall biogenesis/degradation,Cell division,12
Cell wall biogenesis/degradation,Cell shape,29
Cell wall biogenesis/degradation,Peptidoglycan synthesis,29
Cell wall biogenesis/degradation,Antiviral defense,0
Cell wall biogenesis/degradation,Gluconate utilization,0
Cell wall biogenesis/degradation,Pentose shunt,0
Cell wall biogenesis/degradation,Electron transport,0
Cell wall biogenesis/degradation,Transport,0
Cell wall biogenesis/degradation,DNA replication,0
Cell wall biogenesis/degradation,Carbohydrate metabolism,0
Cell wall biogenesis/degradation,Amino-acid biosynthesis,0
Cell wall biogenesis/degradation,Threonine biosynthesis,0
Cell wall biogenesis/degradation,Phosphotransferase system,0
Cell wall biogenesis/degradation,Sugar transport,0
Cell wall biogenesis/degradation,Methionine biosynthesis,0
Cell wall biogenesis/degradation,DNA damage,0
Cell wall biogenesis/degradation,DNA repair,0
Cell wall biogenesis/degradation,Antibiotic resistance,3
Cell wall biogenesis/degradation,Lysine biosynthesis,0
Cell wall biogenesis/degradation,Carbon dioxide fixation,0
Cell wall biogenesis/degradation,Aromatic amino acid biosynthesis,0
Cell wall biogenesis/degradation,Branched-chain amino acid biosynthesis,0
Cell wall biogenesis/degradation,Tryptophan biosynthesis,0
Cell wall biogenesis/degradation,cAMP biosynthesis,0
Cell wall biogenesis/degradation,Xylose metabolism,0
Cell wall biogenesis/degradation,Protein biosynthesis,0
Cell wall biogenesis/degradation,Asparagine biosynthesis,0
Cell wall biogenesis/degradation,Arginine biosynthesis,0
Cell wall biogenesis/degradation,Pyrimidine biosynthesis,0
Cell wall biogenesis/degradation,Chemotaxis,0
Cell wall biogenesis/degradation,Bacteriocin transport,0
Cell wall biogenesis/degradation,Protein transport,0
Cell wall biogenesis/degradation,Ion transport,0
Cell wall biogenesis/degradation,Host-virus interaction,0
Cell wall biogenesis/degradation,SOS response,0
Cell wall biogenesis/degradation,Antiport,0
Cell wall biogenesis/degradation,Potassium transport,0
Cell wall biogenesis/degradation,Diaminopimelate biosynthesis,0
Cell wall biogenesis/degradation,GMP biosynthesis,0
Cell wall biogenesis/degradation,Purine biosynthesis,0
Cell wall biogenesis/degradation,Glutathione biosynthesis,0
Cell wall biogenesis/degradation,Amino-acid transport,0
Cell wall biogenesis/degradation,Lipopolysaccharide biosynthesis,0
Cell wall biogenesis/degradation,Isoleucine biosynthesis,0
Cell wall biogenesis/degradation,Folate biosynthesis,0
Cell wall biogenesis/degradation,Tricarboxylic acid cycle,0
Cell wall biogenesis/degradation,Stress response,0
Cell wall biogenesis/degradation,Pyridoxine biosynthesis,0
Cell wall biogenesis/degradation,Restriction system,0
Cell wall biogenesis/degradation,Iron transport,0
Cell wall biogenesis/degradation,tRNA processing,0
Cell wall biogenesis/degradation,Ribosome biogenesis,0
Cell wall biogenesis/degradation,Glycolysis,0
Cell wall biogenesis/degradation,RNA repair,0
Cell wall biogenesis/degradation,Nucleotide metabolism,0
Cell wall biogenesis/degradation,Porphyrin biosynthesis,0
Cell wall biogenesis/degradation,Histidine biosynthesis,0
Cell wall biogenesis/degradation,rRNA processing,0
Cell wall biogenesis/degradation,Proline biosynthesis,0
Cell wall biogenesis/degradation,Tyrosine biosynthesis,0
Cell wall biogenesis/degradation,Sodium transport,0
Cell wall biogenesis/degradation,Symport,0
Cell wall biogenesis/degradation,Two-component regulatory system,0
Cell wall biogenesis/degradation,Aromatic hydrocarbons catabolism,0
Cell wall biogenesis/degradation,Glycogen biosynthesis,0
Cell wall biogenesis/degradation,Glycogen metabolism,0
Cell wall biogenesis/degradation,One-carbon metabolism,0
Cell wall biogenesis/degradation,Glycerol metabolism,0
Cell wall biogenesis/degradation,Glyoxylate bypass,0
Cell wall biogenesis/degradation,Nitrate assimilation,0
Cell wall biogenesis/degradation,Translation regulation,0
Cell wall biogenesis/degradation,Galactose metabolism,0
Cell wall biogenesis/degradation,Leucine biosynthesis,0
Cell wall biogenesis/degradation,Polyamine biosynthesis,0
Cell wall biogenesis/degradation,Spermidine biosynthesis,0
Cell wall biogenesis/degradation,Glucose metabolism,0
Cell wall biogenesis/degradation,Proline metabolism,0
