gene_name,b_number,gene_product,mw_kda,go_terms,cog_class,cog_letter,cog_category,cog_desc
&beta;-hydroxy-cis-&delta;5-dodecenoyl-acp,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
(3r)-3-hydroxypalmitoyl-[acyl-carrier protein],b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
(r)-3-hydroxypalmitoyl-[acyl-carrier protein],b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
(3r)-3-hydroxyhexadecanoyl-[acyl-carrier protein],b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
(r)-3-hydroxyhexadecanoyl-[acyl-carrier protein],b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
(3r)-3-hydroxybutanoyl-[acyl-carrier protein],b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
(r)-3-hydroxybutanoyl-[acyl-carrier protein],b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
2-octenoyl-acp,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
acpm,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
acyl carrier protein,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
acp-sh,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
acp,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
apoprotein [acyl carrier protein],b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
apo-[acyl carrier protein],b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
apo-acp,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",8.639505 // 8.64,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism",acyl carrier protein
acps,b2563,holo-[acyl-carrier-protein] synthase,14.052,GO:0005829; GO:0006631; GO:0006629; GO:0000287; GO:0018070; GO:0046872; GO:0016740; GO:0006633; GO:0008897; GO:0005737,metabolism,I,lipid transport and metabolism,holo-[acyl-carrier-protein] synthase
dpj,b2563,holo-[acyl-carrier-protein] synthase,14.052,GO:0005829; GO:0006631; GO:0006629; GO:0000287; GO:0018070; GO:0046872; GO:0016740; GO:0006633; GO:0008897; GO:0005737,metabolism,I,lipid transport and metabolism,holo-[acyl-carrier-protein] synthase
acpsholo,b2563,holo-[acyl-carrier-protein] synthase,14.052,GO:0005829; GO:0006631; GO:0006629; GO:0000287; GO:0018070; GO:0046872; GO:0016740; GO:0006633; GO:0008897; GO:0005737,metabolism,I,lipid transport and metabolism,holo-[acyl-carrier-protein] synthase
acpt,b3475,holo-[acyl carrier protein] synthase 2,21.768,GO:0005829; GO:0016740; GO:0000287; GO:0018070; GO:0006633; GO:0008897,metabolism,H,coenzyme transport and metabolism,holo-(acyl carrier protein) synthase 2
yhhu,b3475,holo-[acyl carrier protein] synthase 2,21.768,GO:0005829; GO:0016740; GO:0000287; GO:0018070; GO:0006633; GO:0008897,metabolism,H,coenzyme transport and metabolism,holo-(acyl carrier protein) synthase 2
o195,b3475,holo-[acyl carrier protein] synthase 2,21.768,GO:0005829; GO:0016740; GO:0000287; GO:0018070; GO:0006633; GO:0008897,metabolism,H,coenzyme transport and metabolism,holo-(acyl carrier protein) synthase 2
orf195,b3475,holo-[acyl carrier protein] synthase 2,21.768,GO:0005829; GO:0016740; GO:0000287; GO:0018070; GO:0006633; GO:0008897,metabolism,H,coenzyme transport and metabolism,holo-(acyl carrier protein) synthase 2
acra,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
sipb,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
mbl,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
lir,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
nbsa,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
mtca,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
acridine efflux pump,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
acra membrane fusion protein,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
periplasmic adaptor protein acra,b0463,multidrug efflux pump membrane fusion lipoprotein AcrA,42.197,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,multidrug efflux system
acrb,b0462,multidrug efflux pump RND permease AcrB,113.573,GO:0042908; GO:0015299; GO:0055085; GO:0022857; GO:0015562; GO:0046677; GO:0030288; GO:0015567; GO:0015895; GO:0015908; GO:0042931; GO:0042930; GO:0015125; GO:0009636; GO:0015721; GO:1990281; GO:0042802; GO:0005515; GO:0005887; GO:0042493; GO:0005886; GO:0016021; GO:0016020,cellular processes and signaling,V,defense mechanisms,multidrug efflux system protein
acre,b0462,multidrug efflux pump RND permease AcrB,113.573,GO:0042908; GO:0015299; GO:0055085; GO:0022857; GO:0015562; GO:0046677; GO:0030288; GO:0015567; GO:0015895; GO:0015908; GO:0042931; GO:0042930; GO:0015125; GO:0009636; GO:0015721; GO:1990281; GO:0042802; GO:0005515; GO:0005887; GO:0042493; GO:0005886; GO:0016021; GO:0016020,cellular processes and signaling,V,defense mechanisms,multidrug efflux system protein
acrb rnd permease,b0462,multidrug efflux pump RND permease AcrB,113.573,GO:0042908; GO:0015299; GO:0055085; GO:0022857; GO:0015562; GO:0046677; GO:0030288; GO:0015567; GO:0015895; GO:0015908; GO:0042931; GO:0042930; GO:0015125; GO:0009636; GO:0015721; GO:1990281; GO:0042802; GO:0005515; GO:0005887; GO:0042493; GO:0005886; GO:0016021; GO:0016020,cellular processes and signaling,V,defense mechanisms,multidrug efflux system protein
acriflavine resistance protein b,b0462,multidrug efflux pump RND permease AcrB,113.573,GO:0042908; GO:0015299; GO:0055085; GO:0022857; GO:0015562; GO:0046677; GO:0030288; GO:0015567; GO:0015895; GO:0015908; GO:0042931; GO:0042930; GO:0015125; GO:0009636; GO:0015721; GO:1990281; GO:0042802; GO:0005515; GO:0005887; GO:0042493; GO:0005886; GO:0016021; GO:0016020,cellular processes and signaling,V,defense mechanisms,multidrug efflux system protein
acrd,b2470,multidrug efflux pump RND permease AcrD,113.047,GO:0042908; GO:0015299; GO:0015125; GO:0005515; GO:0030288; GO:1990281; GO:0046677; GO:0009636; GO:0015721; GO:0005887; GO:0055085; GO:0022857; GO:0015562; GO:0005886; GO:0016021; GO:0016020,cellular processes and signaling,V,defense mechanisms,aminoglycoside/multidrug efflux system
yffa,b2470,multidrug efflux pump RND permease AcrD,113.047,GO:0042908; GO:0015299; GO:0015125; GO:0005515; GO:0030288; GO:1990281; GO:0046677; GO:0009636; GO:0015721; GO:0005887; GO:0055085; GO:0022857; GO:0015562; GO:0005886; GO:0016021; GO:0016020,cellular processes and signaling,V,defense mechanisms,aminoglycoside/multidrug efflux system
acre,b3265,multidrug efflux pump membrane fusion lipoprotein AcrE,41.318,GO:0042493; GO:0022857; GO:0006855; GO:0031226; GO:0046677; GO:0016020; GO:0055085; GO:0005886,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,cytoplasmic membrane lipoprotein
envc,b3265,multidrug efflux pump membrane fusion lipoprotein AcrE,41.318,GO:0042493; GO:0022857; GO:0006855; GO:0031226; GO:0046677; GO:0016020; GO:0055085; GO:0005886,cellular processes and signaling,M,cell wall/membrane/envelope biogenesis,cytoplasmic membrane lipoprotein
